,Topic,Count,TopicLabel,WordScore,Sentiment
53,52,32,52_matching_goremutual covid19_goremutual_amazing partner,"[('matching', 0.02209416910548947), ('goremutual covid19', 0.02088517748933824), ('goremutual', 0.02088517748933824), ('amazing partner', 0.020376582237894753), ('donations million', 0.020376582237894753), ('inspired make donation', 0.014815713046513385), ('keeping parkhp', 0.014815713046513385), ('kudos healthcare professionals', 0.014815713046513385), ('keeping parkhp communities', 0.014815713046513385), ('response kudos healthcare', 0.014815713046513385)]",positive
54,53,32,53_nicu_nurses_baby elephants_donate save baby,"[('nicu', 0.02180431399842294), ('nurses', 0.01591184249763046), ('baby elephants', 0.0150752924294333), ('donate save baby', 0.0150752924294333), ('health great charity', 0.0150752924294333), ('elephants nurse back', 0.0150752924294333), ('save baby', 0.0150752924294333), ('elephants nurse', 0.0150752924294333), ('elephants', 0.0150752924294333), ('back health great', 0.0150752924294333)]",positive
55,54,32,54_dr_systems_john granton_granton determined find,"[('dr', 0.02551400849999588), ('systems', 0.015476626836496706), ('john granton', 0.014504055652331064), ('granton determined find', 0.014504055652331064), ('systems stretched beyond', 0.014504055652331064), ('wave healthcare', 0.014504055652331064), ('determined find good', 0.014504055652331064), ('systems stretched', 0.014504055652331064), ('granton', 0.014504055652331064), ('workers hospital systems', 0.014504055652331064)]",positive
56,55,32,55_inperson remotely personalized_minutes inperson remotely_coaches looking_coaches looking safe,"[('inperson remotely personalized', 0.04340861790460489), ('minutes inperson remotely', 0.04340861790460489), ('coaches looking', 0.04340861790460489), ('coaches looking safe', 0.04340861790460489), ('remotely personalized', 0.04340861790460489), ('remotely personalized landing', 0.04340861790460489), ('inperson remotely', 0.04340861790460489), ('remotely', 0.042140466873609984), ('15 minutes inperson', 0.04103260426958885), ('minutes inperson', 0.04103260426958885)]",positive
57,56,31,56_disparities_health disparities_pennsylvania_rural,"[('disparities', 0.027650610067414462), ('health disparities', 0.02496909170771678), ('pennsylvania', 0.016475568915853677), ('rural', 0.015719771315813907), ('rural health', 0.015573719696708663), ('health health', 0.0135882956382156), ('health', 0.013337922931942905), ('transform', 0.012682829148814433), ('health healthcare', 0.012682829148814433), ('improve health', 0.012396209892631328)]",positive
58,57,30,57_abortion_reproductive_parenthood_planned parenthood,"[('abortion', 0.040073777054717326), ('reproductive', 0.039841621164494384), ('parenthood', 0.02791952376264867), ('planned parenthood', 0.02791952376264867), ('planned', 0.02551763257365772), ('reproductive health', 0.02517414475838359), ('reproductive health rights', 0.020684282305245515), ('health rights', 0.019842961947110088), ('donated istandwithpphelp stand', 0.015039440256947312), ('istandwithpphelp', 0.015039440256947312)]",positive
59,58,30,58_ecmhsp_eastcoastmigrantheadstartproject_vaccines_thisisourshot,"[('ecmhsp', 0.03793622606088343), ('eastcoastmigrantheadstartproject', 0.028173606201123573), ('vaccines', 0.026141537840351357), ('thisisourshot', 0.02406768072580883), ('scientists', 0.02362705553677332), ('jr', 0.022126257104687404), ('vaccine', 0.01786052880667834), ('information', 0.017608186348762933), ('dissemination', 0.017073345510743996), ('dissemination covid19 vaccine', 0.017073345510743996)]",positive
60,59,30,59_jamie_coordinating_healthcareheroes_honor sharing,"[('jamie', 0.01926124645028927), ('coordinating', 0.014331200148466769), ('healthcareheroes', 0.012293920115772919), ('honor sharing', 0.01141695599297473), ('behalf team', 0.01141695599297473), ('bigger together', 0.01141695599297473), ('board chair selected', 0.01141695599297473), ('honor sharing awesome', 0.01141695599297473), ('id like offer', 0.01141695599297473), ('jamie garecovers', 0.01141695599297473)]",positive
61,60,29,60_journalism_asian_better second thanks_behalf mds glad,"[('journalism', 0.020699755671722133), ('asian', 0.01804032489308315), ('better second thanks', 0.016238236219457605), ('behalf mds glad', 0.016238236219457605), ('glad better', 0.016238236219457605), ('life particular', 0.016238236219457605), ('mentioning immigrants', 0.016238236219457605), ('calling first', 0.016238236219457605), ('compassion sums', 0.016238236219457605), ('calling first line', 0.016238236219457605)]",positive
62,61,29,61_worker_essential_im thinking_worker grocery,"[('worker', 0.04059330549920005), ('essential', 0.03039647624996944), ('im thinking', 0.01902424372322165), ('worker grocery', 0.01865363615217289), ('youve always essential', 0.01708671672096702), ('essential deserve', 0.01708671672096702), ('resources stay safe', 0.01708671672096702), ('essential pay amp', 0.01708671672096702), ('grocery worker transportation', 0.01708671672096702), ('pay amp resources', 0.01708671672096702)]",positive
63,62,29,62_ppe_supplies_tv preachers homeschoolers_granted coronavirus test,"[('ppe', 0.02562736406777497), ('supplies', 0.023008008362743783), ('tv preachers homeschoolers', 0.015808653250688885), ('granted coronavirus test', 0.015808653250688885), ('freedom neighbor usa', 0.015808653250688885), ('neighbor usa', 0.015808653250688885), ('coronavirus test communitylove', 0.015808653250688885), ('tv preachers', 0.015808653250688885), ('know respect', 0.015808653250688885), ('judged took granted', 0.015808653250688885)]",positive
